season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,cnt
spring,2018,jan,not-holiday,Sat,Non-Working,Mist,14.110847,80.5833,10.749882000000001,985
spring,2018,jan,not-holiday,Sun,Non-Working,Mist,14.902598000000001,69.6087,16.652113,801
spring,2018,jan,not-holiday,Mon,Workingday,Clear,8.050924,43.7273,16.636703,1349
spring,2018,jan,not-holiday,Tue,Workingday,Clear,8.2,59.0435,10.739832,1562
spring,2018,jan,not-holiday,Wed,Workingday,Clear,9.305237,43.6957,12.5223,1600
spring,2018,jan,not-holiday,Ths,Workingday,Clear,8.378267999999998,51.8261,6.0008684,1606
spring,2018,jan,not-holiday,Fri,Workingday,Mist,8.057402,49.8696,11.304642,1510
spring,2018,jan,not-holiday,Sat,Non-Working,Mist,6.765,53.5833,17.875868,959
spring,2018,jan,not-holiday,Sun,Non-Working,Clear,5.671653,43.4167,24.25065,822
spring,2018,jan,not-holiday,Mon,Workingday,Clear,6.184153,48.2917,14.958889000000001,1321
spring,2018,jan,not-holiday,Tue,Workingday,Mist,6.9327309999999995,68.6364,8.182844000000001,1263
spring,2018,jan,not-holiday,Wed,Workingday,Clear,7.081807,59.9545,20.410009,1162
spring,2018,jan,not-holiday,Ths,Workingday,Clear,6.765,47.0417,20.167,1406
spring,2018,jan,not-holiday,Fri,Workingday,Clear,6.59567,53.7826,8.478716,1421
spring,2018,jan,not-holiday,Sat,Non-Working,Mist,9.566653,49.875,10.583521000000001,1248
spring,2018,jan,not-holiday,Sun,Non-Working,Clear,9.498347,48.375,12.625011,1204
spring,2018,jan,holiday,Mon,Non-Working,Mist,7.209153,53.75,12.999139,1000
spring,2018,jan,not-holiday,Tue,Workingday,Mist,8.883347,86.1667,9.833925,683
spring,2018,jan,not-holiday,Wed,Workingday,Mist,11.979134,74.1739,13.957239000000001,1650
spring,2018,jan,not-holiday,Ths,Workingday,Mist,10.728347,53.8333,13.125568,1927
spring,2018,jan,not-holiday,Fri,Workingday,Clear,7.2775,45.7083,23.667214,1543
spring,2018,jan,not-holiday,Sat,Non-Working,Clear,2.4243464,40.0,11.521989999999999,981
spring,2018,jan,not-holiday,Sun,Non-Working,Clear,3.9573897000000002,43.6522,16.5222,986
spring,2018,jan,not-holiday,Mon,Workingday,Clear,3.9930432999999996,49.1739,10.60811,1416
spring,2018,jan,not-holiday,Tue,Workingday,Mist,9.162598,61.6957,8.696332,1985
spring,2018,jan,not-holiday,Wed,Workingday,Light snow,8.9175,86.25,19.68795,506
spring,2018,jan,not-holiday,Ths,Workingday,Clear,7.995,68.75,7.627078999999999,431
spring,2018,jan,not-holiday,Fri,Workingday,Mist,8.342597999999999,79.3043,8.2611,1167
spring,2018,jan,not-holiday,Sat,Non-Working,Clear,8.057402,65.1739,9.739455,1098
spring,2018,jan,not-holiday,Sun,Non-Working,Clear,8.877402,72.2174,4.9568342,1096
spring,2018,jan,not-holiday,Mon,Workingday,Mist,7.414153,60.375,12.541864,1501
spring,2018,feb,not-holiday,Tue,Workingday,Mist,7.879134,82.9565,3.565271,1360
spring,2018,feb,not-holiday,Wed,Workingday,Mist,10.66,77.5417,17.708636,1526
spring,2018,feb,not-holiday,Ths,Workingday,Clear,7.665236999999999,43.7826,18.609384,1550
spring,2018,feb,not-holiday,Fri,Workingday,Mist,8.663464,58.5217,8.565213,1708
spring,2018,feb,not-holiday,Sat,Non-Working,Mist,9.566653,92.9167,10.792292999999999,1005
spring,2018,feb,not-holiday,Sun,Non-Working,Clear,11.719153,56.8333,9.5006,1623
spring,2018,feb,not-holiday,Mon,Workingday,Clear,11.138347,73.8333,3.0423561,1712
spring,2018,feb,not-holiday,Tue,Workingday,Clear,9.054153,53.7917,24.25065,1530
spring,2018,feb,not-holiday,Wed,Workingday,Mist,5.526103,49.4783,12.652213,1605
spring,2018,feb,not-holiday,Ths,Workingday,Clear,5.918268,43.7391,14.869645000000002,1538
spring,2018,feb,not-holiday,Fri,Workingday,Clear,7.752731,50.6364,7.27285,1746
spring,2018,feb,not-holiday,Sat,Non-Working,Clear,9.1225,54.4167,13.625589000000002,1472
spring,2018,feb,not-holiday,Sun,Non-Working,Clear,12.977402,45.7391,17.479160999999998,1589
spring,2018,feb,not-holiday,Mon,Workingday,Clear,17.015,37.5833,27.999836,1913
spring,2018,feb,not-holiday,Tue,Workingday,Clear,10.909567,31.4348,19.522057999999998,1815
spring,2018,feb,not-holiday,Wed,Workingday,Clear,13.048701,42.3478,16.869997,2115
spring,2018,feb,not-holiday,Ths,Workingday,Clear,17.869153,50.5,15.416967999999999,2475
spring,2018,feb,not-holiday,Fri,Workingday,Clear,21.388347,51.6667,17.749975,2927
spring,2018,feb,not-holiday,Sat,Non-Working,Clear,16.365847,18.7917,34.000021000000004,1635
spring,2018,feb,not-holiday,Sun,Non-Working,Clear,11.693897,40.7826,14.956745000000002,1812
spring,2018,feb,holiday,Mon,Non-Working,Mist,12.436653,60.5,20.625682,1107
spring,2018,feb,not-holiday,Tue,Workingday,Clear,7.471102,57.7778,13.110760999999998,1450
spring,2018,feb,not-holiday,Wed,Workingday,Clear,9.091299000000001,42.3043,6.305571,1917
spring,2018,feb,not-holiday,Ths,Workingday,Mist,12.121732000000002,69.7391,16.783232,1807
spring,2018,feb,not-holiday,Fri,Workingday,Mist,14.938267999999999,71.2174,23.218113,1461
spring,2018,feb,not-holiday,Sat,Non-Working,Clear,11.5825,53.7917,12.500257000000001,1969
spring,2018,feb,not-holiday,Sun,Non-Working,Clear,14.082598,68.0,8.391616,2402
spring,2018,feb,not-holiday,Mon,Workingday,Mist,16.698193,87.6364,19.408962,1446
spring,2018,mar,not-holiday,Tue,Workingday,Clear,10.933347,53.5,14.500475,1851
spring,2018,mar,not-holiday,Wed,Workingday,Clear,13.735,44.9583,20.624810999999998,2134
spring,2018,mar,not-holiday,Ths,Workingday,Clear,8.131653,31.8333,15.125518,1685
spring,2018,mar,not-holiday,Fri,Workingday,Mist,10.728347,61.0417,13.624182000000001,1944
spring,2018,mar,not-holiday,Sat,Non-Working,Mist,15.750847,78.9167,16.875357,2077
spring,2018,mar,not-holiday,Sun,Non-Working,Mist,15.437401999999999,94.8261,23.000229,605
spring,2018,mar,not-holiday,Mon,Workingday,Clear,10.731299,55.1304,22.870584,1872
spring,2018,mar,not-holiday,Tue,Workingday,Clear,11.9925,42.0833,8.08355,2133
spring,2018,mar,not-holiday,Wed,Workingday,Mist,12.129153,77.5417,14.75005,1891
spring,2018,mar,not-holiday,Ths,Workingday,Light snow,15.952731,0.0,17.545759,623
spring,2018,mar,not-holiday,Fri,Workingday,Mist,12.977402,64.9565,15.608989999999999,1977
spring,2018,mar,not-holiday,Sat,Non-Working,Clear,13.495847,59.4583,14.791925,2132
spring,2018,mar,not-holiday,Sun,Non-Working,Clear,15.758268,52.7391,18.130468,2417
spring,2018,mar,not-holiday,Mon,Workingday,Clear,13.333897,49.6957,9.174042,2046
spring,2018,mar,not-holiday,Tue,Workingday,Mist,13.013031,65.5652,12.348703,2056
spring,2018,mar,not-holiday,Wed,Workingday,Mist,14.973897000000001,77.6522,13.608839000000001,2192
spring,2018,mar,not-holiday,Ths,Workingday,Clear,17.015,60.2917,14.041792999999998,2744
spring,2018,mar,not-holiday,Fri,Workingday,Clear,22.14,52.5217,15.478139,3239
spring,2018,mar,not-holiday,Sat,Non-Working,Clear,19.3725,37.9167,24.667189,3117
spring,2018,mar,not-holiday,Sun,Non-Working,Clear,13.6325,47.375,13.917307000000001,2471
summer,2018,mar,not-holiday,Mon,Workingday,Mist,17.647835,73.7391,19.348461,2077
summer,2018,mar,not-holiday,Tue,Workingday,Clear,18.108347,62.4583,15.12525,2703
summer,2018,mar,not-holiday,Wed,Workingday,Mist,14.225237,83.9565,15.695487,2121
summer,2018,mar,not-holiday,Ths,Workingday,Mist,11.685,80.5833,16.333729,1865
summer,2018,mar,not-holiday,Fri,Workingday,Clear,10.830847,49.5,15.458575,2210
summer,2018,mar,not-holiday,Sat,Non-Working,Clear,10.899153,39.4167,14.041257,2496
summer,2018,mar,not-holiday,Sun,Non-Working,Mist,10.374763,49.3913,12.3481,1693
summer,2018,mar,not-holiday,Mon,Workingday,Clear,10.838268,30.2174,14.217668,2028
summer,2018,mar,not-holiday,Tue,Workingday,Clear,12.4025,31.4167,15.208732000000001,2425
summer,2018,mar,not-holiday,Wed,Workingday,Mist,12.3,64.6667,11.583496,1536
summer,2018,mar,not-holiday,Ths,Workingday,Light snow,11.001653,91.8333,14.582282000000001,1685
summer,2018,apr,not-holiday,Fri,Workingday,Mist,12.3,68.625,17.333436,2227
summer,2018,apr,not-holiday,Sat,Non-Working,Mist,12.915,65.375,13.208782000000001,2252
summer,2018,apr,not-holiday,Sun,Non-Working,Clear,15.511652999999999,48.0,12.208271,3249
summer,2018,apr,not-holiday,Mon,Workingday,Clear,23.506653,42.625,25.833257,3115
summer,2018,apr,not-holiday,Tue,Workingday,Mist,16.980847,64.2083,26.000489,1795
summer,2018,apr,not-holiday,Wed,Workingday,Clear,16.024153,47.0833,17.625221,2808
summer,2018,apr,not-holiday,Ths,Workingday,Clear,17.9375,60.2917,10.874903999999999,3141
summer,2018,apr,not-holiday,Fri,Workingday,Mist,13.769153,83.625,15.208464000000001,1471
summer,2018,apr,not-holiday,Sat,Non-Working,Mist,14.0425,87.75,8.916561,2455
summer,2018,apr,not-holiday,Sun,Non-Working,Mist,17.493347,85.75,9.833389,2895
summer,2018,apr,not-holiday,Mon,Workingday,Mist,24.421732000000002,71.6956,21.739758,3348
summer,2018,apr,not-holiday,Tue,Workingday,Mist,20.6025,73.9167,18.416892999999998,2034
summer,2018,apr,not-holiday,Wed,Workingday,Mist,16.9125,81.9167,16.791339,2162
summer,2018,apr,not-holiday,Ths,Workingday,Clear,19.1675,54.0417,7.4169,3267
summer,2018,apr,holiday,Fri,Non-Working,Clear,18.313347,67.125,15.167125,3126
summer,2018,apr,not-holiday,Sat,Non-Working,Light snow,17.664153,88.8333,22.834135999999997,795
summer,2018,apr,not-holiday,Sun,Non-Working,Clear,18.723347,47.9583,20.334232,3744
summer,2018,apr,not-holiday,Mon,Workingday,Clear,21.0125,54.25,10.958989,3429
summer,2018,apr,not-holiday,Tue,Workingday,Mist,20.739152999999998,66.5833,10.584057000000001,3204
summer,2018,apr,not-holiday,Wed,Workingday,Clear,24.395,61.4167,16.208975,3944
summer,2018,apr,not-holiday,Ths,Workingday,Clear,18.825847,40.7083,21.792285999999997,4189
summer,2018,apr,not-holiday,Fri,Workingday,Mist,13.803347,72.9583,14.707907,1683
summer,2018,apr,not-holiday,Sat,Non-Working,Mist,18.86,88.7917,15.458575,4036
summer,2018,apr,not-holiday,Sun,Non-Working,Mist,23.848347,81.0833,12.875725,4191
summer,2018,apr,not-holiday,Mon,Workingday,Clear,24.873347,77.6667,12.417311,4073
summer,2018,apr,not-holiday,Tue,Workingday,Clear,25.898347,72.9167,21.8755,4400
summer,2018,apr,not-holiday,Wed,Workingday,Mist,25.42,83.5417,20.9174,3872
summer,2018,apr,not-holiday,Ths,Workingday,Mist,25.3175,70.0833,21.500836,4058
summer,2018,apr,not-holiday,Fri,Workingday,Clear,20.91,45.7083,16.084221,4595
summer,2018,apr,not-holiday,Sat,Non-Working,Clear,19.3725,50.3333,15.750025,5312
summer,2018,may,not-holiday,Sun,Non-Working,Mist,18.518347,76.2083,7.125717999999999,3351
summer,2018,may,not-holiday,Mon,Workingday,Mist,22.515847,73.0,12.291418,4401
summer,2018,may,not-holiday,Tue,Workingday,Mist,25.283347,69.7083,22.958689,4451
summer,2018,may,not-holiday,Wed,Workingday,Mist,16.980847,73.7083,22.042732,2633
summer,2018,may,not-holiday,Ths,Workingday,Clear,18.825847,44.4167,19.791264,4433
summer,2018,may,not-holiday,Fri,Workingday,Clear,19.645847,59.0,15.292482000000001,4608
summer,2018,may,not-holiday,Sat,Non-Working,Clear,21.32,54.125,10.75015,4714
summer,2018,may,not-holiday,Sun,Non-Working,Clear,21.661653,63.1667,5.0007125,4333
summer,2018,may,not-holiday,Mon,Workingday,Clear,21.8325,58.875,11.792,4362
summer,2018,may,not-holiday,Tue,Workingday,Clear,21.8325,48.9167,7.749957000000001,4803
summer,2018,may,not-holiday,Wed,Workingday,Clear,22.2425,63.2917,8.083014,4182
summer,2018,may,not-holiday,Ths,Workingday,Clear,21.935,74.75,12.707689,4864
summer,2018,may,not-holiday,Fri,Workingday,Mist,21.0125,86.3333,12.041575,4105
summer,2018,may,not-holiday,Sat,Non-Working,Mist,21.354153,92.25,9.04165,3409
summer,2018,may,not-holiday,Sun,Non-Working,Mist,23.0625,86.7083,10.249592999999999,4553
summer,2018,may,not-holiday,Mon,Workingday,Clear,23.6775,78.7917,8.500357000000001,3958
summer,2018,may,not-holiday,Tue,Workingday,Mist,23.028347,83.7917,18.582718,4123
summer,2018,may,not-holiday,Wed,Workingday,Mist,22.55,87.0,13.499964000000002,3855
summer,2018,may,not-holiday,Ths,Workingday,Mist,21.764153,82.9583,7.250271000000001,4575
summer,2018,may,not-holiday,Fri,Workingday,Clear,22.003347,71.9583,8.375871,4917
summer,2018,may,not-holiday,Sat,Non-Working,Clear,24.7025,62.6667,8.08355,5805
summer,2018,may,not-holiday,Sun,Non-Working,Clear,24.770847,74.9583,9.916536,4660
summer,2018,may,not-holiday,Mon,Workingday,Mist,25.898347,81.0,15.667414,4274
summer,2018,may,not-holiday,Tue,Workingday,Mist,27.06,74.0833,13.875164000000002,4492
summer,2018,may,not-holiday,Wed,Workingday,Clear,27.094153000000002,69.625,10.333611,4978
summer,2018,may,not-holiday,Ths,Workingday,Clear,29.041653000000004,67.75,13.376014000000001,4677
summer,2018,may,not-holiday,Fri,Workingday,Clear,27.948347,65.375,16.125493,4679
summer,2018,may,not-holiday,Sat,Non-Working,Clear,26.889153000000004,72.9583,15.416164000000002,4758
summer,2018,may,not-holiday,Sun,Non-Working,Clear,27.3675,81.875,14.333846,4788
summer,2018,may,holiday,Mon,Non-Working,Clear,30.066653000000002,68.5,8.792075,4098
summer,2018,may,not-holiday,Tue,Workingday,Clear,31.775,63.6667,7.459042999999999,3982
summer,2018,jun,not-holiday,Wed,Workingday,Mist,31.330847,67.7083,13.875164000000002,3974
summer,2018,jun,not-holiday,Ths,Workingday,Clear,29.315,30.5,19.583229,4968
summer,2018,jun,not-holiday,Fri,Workingday,Clear,25.42,35.4167,16.959107,5312
summer,2018,jun,not-holiday,Sat,Non-Working,Clear,26.035,45.625,8.250514,5342
summer,2018,jun,not-holiday,Sun,Non-Working,Mist,26.581653000000003,65.25,9.292364,4906
summer,2018,jun,not-holiday,Mon,Workingday,Clear,27.811653000000003,60.0,8.167032,4548
summer,2018,jun,not-holiday,Tue,Workingday,Clear,29.0075,59.7917,12.583136,4833
summer,2018,jun,not-holiday,Wed,Workingday,Clear,31.809153000000002,62.2083,9.166739,4401
summer,2018,jun,not-holiday,Ths,Workingday,Mist,33.141653000000005,56.8333,10.042161,3915
summer,2018,jun,not-holiday,Fri,Workingday,Clear,30.955,60.5,9.417117999999999,4586
summer,2018,jun,not-holiday,Sat,Non-Working,Clear,29.725,65.4583,10.37495,4966
summer,2018,jun,not-holiday,Sun,Non-Working,Clear,28.3925,74.7917,10.958989,4460
summer,2018,jun,not-holiday,Mon,Workingday,Clear,26.035,49.4583,20.45845,5020
summer,2018,jun,not-holiday,Tue,Workingday,Clear,24.770847,50.7083,18.041960999999997,4891
summer,2018,jun,not-holiday,Wed,Workingday,Clear,25.693347,47.1667,11.250103999999999,5180
summer,2018,jun,not-holiday,Ths,Workingday,Mist,25.761653,68.8333,13.833557,3767
summer,2018,jun,not-holiday,Fri,Workingday,Clear,26.615847,73.5833,9.582942999999998,4844
summer,2018,jun,not-holiday,Sat,Non-Working,Clear,28.563346999999997,67.0417,8.000336,5119
summer,2018,jun,not-holiday,Sun,Non-Working,Mist,28.665846999999996,66.6667,6.834,4744
summer,2018,jun,not-holiday,Mon,Workingday,Mist,26.035,74.625,10.416825,4010
fall,2018,jun,not-holiday,Tue,Workingday,Mist,27.914153000000002,77.0417,11.458675,4835
fall,2018,jun,not-holiday,Wed,Workingday,Clear,30.066653000000002,70.75,11.541554,4507
fall,2018,jun,not-holiday,Ths,Workingday,Mist,29.861653000000004,70.3333,15.999868,4790
fall,2018,jun,not-holiday,Fri,Workingday,Clear,29.690846999999998,57.3333,14.875675,4991
fall,2018,jun,not-holiday,Sat,Non-Working,Clear,28.495,48.3333,14.041257,5202
fall,2018,jun,not-holiday,Sun,Non-Working,Clear,27.88,51.3333,6.3337311,5305
fall,2018,jun,not-holiday,Mon,Workingday,Mist,27.9825,65.8333,7.2083960000000005,4708
fall,2018,jun,not-holiday,Tue,Workingday,Clear,30.510847,63.4167,9.666961,4648
fall,2018,jun,not-holiday,Wed,Workingday,Clear,29.861653000000004,49.7917,17.542007,5225
fall,2018,jun,not-holiday,Ths,Workingday,Clear,28.563346999999997,43.4167,12.415904,5515
fall,2018,jul,not-holiday,Fri,Workingday,Clear,29.6225,39.625,6.874736,5362
fall,2018,jul,not-holiday,Sat,Non-Working,Clear,30.271653000000004,44.4583,7.709153999999999,5119
fall,2018,jul,not-holiday,Sun,Non-Working,Mist,29.383346999999997,68.25,15.333485999999999,4649
fall,2018,jul,holiday,Mon,Non-Working,Mist,29.793346999999997,63.7917,5.4591064000000005,6043
fall,2018,jul,not-holiday,Tue,Workingday,Clear,30.613346999999997,59.0417,8.459286,4665
fall,2018,jul,not-holiday,Wed,Workingday,Clear,29.52,74.3333,10.042161,4629
fall,2018,jul,not-holiday,Ths,Workingday,Clear,30.75,65.125,10.6664,4592
fall,2018,jul,not-holiday,Fri,Workingday,Mist,29.075846999999996,75.7917,15.083642999999999,4040
fall,2018,jul,not-holiday,Sat,Non-Working,Clear,30.066653000000002,60.9167,11.250103999999999,5336
fall,2018,jul,not-holiday,Sun,Non-Working,Clear,30.6475,57.8333,12.292557,4881
fall,2018,jul,not-holiday,Mon,Workingday,Clear,31.2625,63.5833,18.916579000000002,4086
fall,2018,jul,not-holiday,Tue,Workingday,Clear,32.560846999999995,55.9167,13.417017999999999,4258
fall,2018,jul,not-holiday,Wed,Workingday,Clear,30.613346999999997,63.1667,9.790911,4342
fall,2018,jul,not-holiday,Ths,Workingday,Clear,27.914153000000002,47.625,16.124689,5084
fall,2018,jul,not-holiday,Fri,Workingday,Clear,27.196653,59.125,12.249811,5538
fall,2018,jul,not-holiday,Sat,Non-Working,Clear,28.153346999999997,58.5,13.958914000000002,5923
fall,2018,jul,not-holiday,Sun,Non-Working,Clear,29.485846999999996,60.4167,16.417210999999998,5302
fall,2018,jul,not-holiday,Mon,Workingday,Clear,30.613346999999997,65.125,14.458867999999999,4458
fall,2018,jul,not-holiday,Tue,Workingday,Clear,31.843346999999998,65.0417,8.7502,4541
fall,2018,jul,not-holiday,Wed,Workingday,Clear,31.501653000000005,70.7083,7.625739,4332
fall,2018,jul,not-holiday,Ths,Workingday,Mist,33.415,69.125,14.875407000000001,3784
fall,2018,jul,not-holiday,Fri,Workingday,Clear,34.781653000000006,58.0417,8.9177,3387
fall,2018,jul,not-holiday,Sat,Non-Working,Clear,34.815847,50.0,8.791807,3285
fall,2018,jul,not-holiday,Sun,Non-Working,Clear,34.03,55.0833,11.334457,3606
fall,2018,jul,not-holiday,Mon,Workingday,Clear,30.476653000000002,75.7083,6.0841560999999995,3840
fall,2018,jul,not-holiday,Tue,Workingday,Clear,31.638346999999996,54.0833,13.417285999999999,4590
fall,2018,jul,not-holiday,Wed,Workingday,Clear,31.775,40.2917,12.292021,4656
fall,2018,jul,not-holiday,Ths,Workingday,Clear,31.945846999999997,58.3333,11.958093,4390
fall,2018,jul,not-holiday,Fri,Workingday,Clear,34.371653,54.25,11.667246,3846
fall,2018,jul,not-holiday,Sat,Non-Working,Clear,32.970847,46.5833,11.291979,4475
fall,2018,jul,not-holiday,Sun,Non-Working,Clear,33.039153000000006,48.0833,11.042471,4302
fall,2018,aug,not-holiday,Mon,Workingday,Clear,31.638346999999996,55.0833,10.500039,4266
fall,2018,aug,not-holiday,Tue,Workingday,Clear,32.116653,49.125,13.79195,4845
fall,2018,aug,not-holiday,Wed,Workingday,Mist,29.998346999999995,65.75,9.084061,3574
fall,2018,aug,not-holiday,Ths,Workingday,Mist,29.11,75.75,13.20905,4576
fall,2018,aug,not-holiday,Fri,Workingday,Clear,29.144153000000003,63.0833,12.374632,4866
fall,2018,aug,not-holiday,Sat,Non-Working,Mist,29.383346999999997,75.5,15.29275,4294
fall,2018,aug,not-holiday,Sun,Non-Working,Clear,30.4425,75.2917,13.499629,3785
fall,2018,aug,not-holiday,Mon,Workingday,Clear,31.365,59.2083,12.875725,4326
fall,2018,aug,not-holiday,Tue,Workingday,Clear,31.775,57.0417,10.125107,4602
fall,2018,aug,not-holiday,Wed,Workingday,Clear,31.433346999999998,42.4167,13.417285999999999,4780
fall,2018,aug,not-holiday,Ths,Workingday,Clear,29.4175,42.375,11.041332,4792
fall,2018,aug,not-holiday,Fri,Workingday,Clear,29.041653000000004,41.5,8.416607,4905
fall,2018,aug,not-holiday,Sat,Non-Working,Mist,28.119153000000004,72.9583,14.167418,4150
fall,2018,aug,not-holiday,Sun,Non-Working,Mist,27.743346999999996,81.75,14.916410999999998,3820
fall,2018,aug,not-holiday,Mon,Workingday,Clear,27.299153000000004,71.2083,13.999918,4338
fall,2018,aug,not-holiday,Tue,Workingday,Clear,28.734153000000003,57.8333,15.834043,4725
fall,2018,aug,not-holiday,Wed,Workingday,Clear,29.656653000000002,57.5417,9.625689,4694
fall,2018,aug,not-holiday,Ths,Workingday,Clear,29.178347,65.4583,15.624935999999998,3805
fall,2018,aug,not-holiday,Fri,Workingday,Mist,28.085,72.2917,9.333636,4153
fall,2018,aug,not-holiday,Sat,Non-Working,Clear,28.5975,67.4167,6.999289,5191
fall,2018,aug,not-holiday,Sun,Non-Working,Clear,29.144153000000003,77.0,16.666518,3873
fall,2018,aug,not-holiday,Mon,Workingday,Clear,28.358347,47.0,18.54225,4758
fall,2018,aug,not-holiday,Tue,Workingday,Clear,26.274153000000002,45.5417,9.833121,5895
fall,2018,aug,not-holiday,Wed,Workingday,Clear,27.606653,60.5,16.958236,5130
fall,2018,aug,not-holiday,Ths,Workingday,Mist,28.050846999999997,77.1667,14.125810999999999,3542
fall,2018,aug,not-holiday,Fri,Workingday,Clear,28.7,76.125,5.6254875,4661
fall,2018,aug,not-holiday,Sat,Non-Working,Mist,27.88,85.0,25.166339,1115
fall,2018,aug,not-holiday,Sun,Non-Working,Clear,28.989419,56.1765,20.412153,4334
fall,2018,aug,not-holiday,Mon,Workingday,Clear,26.103347,55.4583,10.708275,4634
